username,review,casefolding,preprocessed_text,score,at,appversion
Kurnia Febiyola,tidak bisa di buka apknya,tidak bisa di buka apknya,buka apknya,1,2025-05-29 13:32:23,413.8
iki Nia,"saya baru ingin mencoba menggunakan, namun saat ingin login ternyata tidak bisa dan server eror. tolong bagaimana cara memperbaikinya","saya baru ingin mencoba menggunakan, namun saat ingin login ternyata tidak bisa dan server eror. tolong bagaimana cara memperbaikinya",coba login server eror tolong baik,4,2025-05-29 12:07:36,
Dhini Nurmala3004,Kok strava saya tidak akurat jarak dan pace nya. Di lihat dari feed aktifitas saya dan dilihat di feed aktifitas teman saya tidak sama jarak dan pace nya. Bagaimana solusinya?,kok strava saya tidak akurat jarak dan pace nya. di lihat dari feed aktifitas saya dan dilihat di feed aktifitas teman saya tidak sama jarak dan pace nya. bagaimana solusinya?,strava akurat jarak pace nya lihat feed aktifitas feed aktifitas teman jarak pace nya solusi,4,2025-05-29 10:10:52,
Ghaisan Gimbo,bantu monitor olah raga,bantu monitor olah raga,bantu monitor olah raga,5,2025-05-29 08:28:32,413.8
Roxy Phone,server eror,server eror,server eror,1,2025-05-29 05:06:21,413.8
Habib New,gak ada sinyal Gpsnya,gak ada sinyal gpsnya,gak sinyal gpsnya,2,2025-05-28 19:43:04,
Hafiz Fauzan,tolol gk bisa login google dengan alasan server error aneh pusing beh,tolol gk bisa login google dengan alasan server error aneh pusing beh,tolol gk login google alas server error aneh pusing beh,1,2025-05-28 19:14:57,
Nrulazkiaa,knp ndk bisa di edit,knp ndk bisa di edit,knp ndk edit,5,2025-05-28 17:44:37,413.8
dida patera,habis update sering eror.. ga jelas,habis update sering eror.. ga jelas,habis update eror ga,2,2025-05-28 16:03:05,413.8
Darul WI,"Untuk apk nya udah bagus,tinggal dibenerin bug nya aja,thanks strava","untuk apk nya udah bagus,tinggal dibenerin bug nya aja,thanks strava",apk nya udah bagustinggal dibenerin bug nya ajathanks strava,4,2025-05-28 12:09:16,412.15
puutraa Ciasem subang,gua daftar masuk apk nya kaga bisaa,gua daftar masuk apk nya kaga bisaa,gua daftar masuk apk nya kaga bisaa,1,2025-05-28 09:51:36,
arie wibowo,five star worthy for this app,five star worthy for this app,five star worthy for this app,5,2025-05-28 08:03:20,412.15
dykus strauss,ok,ok,ok,5,2025-05-28 07:51:06,412.15
Azzahra Wani,fiturnya bagus tpi sering banget server down☹️,fiturnya bagus tpi sering banget server down☹️,fiturnya bagus tpi banget server down,5,2025-05-28 07:32:46,412.15
Haber Pangab,mamtap,mamtap,mamtap,5,2025-05-27 20:55:27,412.15
Mas TIYANZZ,Mantap,mantap,mantap,4,2025-05-27 18:20:43,
Daffa Emerald Setiana,"When I open the application again, why am I asked to log in again? After that, the server error occurs. You can try again. Why is it like that?","when i open the application again, why am i asked to log in again? after that, the server error occurs. you can try again. why is it like that?",when i open the application again why am i asked to log in again after that the server error occurs you can try again why is it like that,1,2025-05-27 16:55:59,
Ch twinatmo,clean n clear...🚴‍♀️🏊‍♂️,clean n clear...🚴‍♀️🏊‍♂️,clean n clear,5,2025-05-27 11:43:44,412.15
Tety solihati,"sangat membantu pakai strava,,","sangat membantu pakai strava,,",bantu pakai strava,5,2025-05-27 10:53:45,412.15
mulya affandi,"Bagus banget, akurasi tinggi. Tercatat dengan lengkap smw","bagus banget, akurasi tinggi. tercatat dengan lengkap smw",bagus banget akurasi catat lengkap smw,5,2025-05-27 09:04:23,410.11
113_Mohammad Ghifari CM,"kadang error di pengambilan jarak saat olahraga, but of all roll baguss👍👍","kadang error di pengambilan jarak saat olahraga, but of all roll baguss👍👍",kadang error ambil jarak olahraga but of all roll baguss,4,2025-05-27 07:58:11,
Favian Nurhan Pratama,"saya suka aplikasi ini, meskipun kadang dalam mengukur jarak dan pace sering tidak akurat dan berbeda dengan yang lain tetapi aplikasi ini sudah sangat membantu saya dalam melakukan program lari, semoga kedepannya strava lebih akurat lagi dalam mengukur jarak dan waktu berlari. terimakasih","saya suka aplikasi ini, meskipun kadang dalam mengukur jarak dan pace sering tidak akurat dan berbeda dengan yang lain tetapi aplikasi ini sudah sangat membantu saya dalam melakukan program lari, semoga kedepannya strava lebih akurat lagi dalam mengukur jarak dan waktu berlari. terimakasih",suka aplikasi kadang ukur jarak pace akurat beda aplikasi bantu program lari moga depan strava akurat ukur jarak lari terimakasih,5,2025-05-27 07:41:54,412.15
rival chandra saputra,bagus.,bagus.,bagus,5,2025-05-27 07:24:18,411.1
Venus Nursabilillah,pencatat lari cukup baik,pencatat lari cukup baik,catat lari,5,2025-05-27 07:22:21,410.11
Restu Gaming,kerenn,kerenn,kerenn,5,2025-05-27 05:36:10,
mutiara nur ayni,nice,nice,nice,5,2025-05-26 18:25:26,
Faha Prabowo,min tolong perbaikin aplikasi nya ini kadang ngebug ini aplikasi ini,min tolong perbaikin aplikasi nya ini kadang ngebug ini aplikasi ini,min tolong perbaikin aplikasi nya kadang ngebug aplikasi,1,2025-05-26 16:46:36,412.15
Christover Bronson Simbolon,mantap,mantap,mantap,5,2025-05-26 12:39:40,
tri,starva kenapa sih aplikasi udah di hapus blm di pake sama sekali aplikasi nya tiba² saldo ke Potong 700rb,starva kenapa sih aplikasi udah di hapus blm di pake sama sekali aplikasi nya tiba² saldo ke potong 700rb,starva sih aplikasi udah hapus blm pake aplikasi nya saldo potong rb,1,2025-05-26 10:00:16,412.15
Prasetyo Dwi,baik,baik,,5,2025-05-26 08:30:50,412.15
Reyhan Alhafiz,"tolong ini kenapa ya kalo saya inggin membuka strava ini kok tiba"" kayak login ulang terus, dan pas mau di koginin itu enggak bisa ( eror ) mohon segera di perbaiki ya..","tolong ini kenapa ya kalo saya inggin membuka strava ini kok tiba"" kayak login ulang terus, dan pas mau di koginin itu enggak bisa ( eror ) mohon segera di perbaiki ya..",tolong ya kalo inggin buka strava kayak login ulang pas koginin eror mohon baik ya,3,2025-05-26 05:23:10,
Ahmad fauzy,bisa digunakan dengan baik. hanya hasil lari yang transparan tuda bisa di download,bisa digunakan dengan baik. hanya hasil lari yang transparan tuda bisa di download,hasil lari transparan tuda download,4,2025-05-25 13:42:01,412.15
Anzilalayya,"server sring error, ke logout sendiri pdhl dah login","server sring error, ke logout sendiri pdhl dah login",server sring error logout pdhl dah login,1,2025-05-25 13:17:00,412.15
Ulul azmi Ardiansyah,suka error',suka error',suka error,3,2025-05-25 11:23:30,409.9
zzz zh,sangat membantu dalam me-record aktivitas seperti lari dan jalan,sangat membantu dalam me-record aktivitas seperti lari dan jalan,bantu merecord aktivitas lari jalan,5,2025-05-25 09:12:50,
dimas pambudi,"makin ke sini makin gak jlas strava bnyak erornya,bgusna dlu..","makin ke sini makin gak jlas strava bnyak erornya,bgusna dlu..",gak jlas strava bnyak erornyabgusna dlu,3,2025-05-25 08:25:04,
halimah tusadiyah,ga bisa di gdonglod plis bamtu,ga bisa di gdonglod plis bamtu,ga gdonglod plis bamtu,4,2025-05-25 08:14:42,
Abas Parapat,keren,keren,keren,5,2025-05-25 08:11:20,411.1
bagus wijonarko,good,good,good,5,2025-05-25 07:59:23,412.15
Mas Ipam,"Aplikasi nya oke banget utk aktivitas olahraga bersepeda, lari atau jalan","aplikasi nya oke banget utk aktivitas olahraga bersepeda, lari atau jalan",aplikasi nya oke banget utk aktivitas olahraga sepeda lari jalan,4,2025-05-25 07:29:41,412.15
putra saputra,"sekarang sudah gak akurat lagi strava, kalo miss dikit beberapa ratus meter ga papa, ini jauh bgt Miss nya sampe beberapa km , pace jadi kacau, jelek bgt sekarang","sekarang sudah gak akurat lagi strava, kalo miss dikit beberapa ratus meter ga papa, ini jauh bgt miss nya sampe beberapa km , pace jadi kacau, jelek bgt sekarang",gak akurat strava kalo miss dikit ratus meter ga papa bgt miss nya sampe km pace kacau jelek bgt,1,2025-05-25 07:28:11,412.15
ucok ragil,sangat bagus,sangat bagus,bagus,5,2025-05-25 06:11:03,412.15
Rasya M ilham,gak bisa daftar eror Mulu,gak bisa daftar eror mulu,gak daftar eror mulu,1,2025-05-24 20:04:29,412.15
Prisa Khalida,kenapa pace dan kilometer strava saya tidak muncul ya??,kenapa pace dan kilometer strava saya tidak muncul ya??,pace kilometer strava muncul ya,1,2025-05-24 19:57:52,
Aldo22 Aldo22,"aplikasi kon, padahall saya tidak berlangganan dana saya di sedot sebesar 609.000 ribu buat teman yang lainya hati hati ya aplikasi ini buruk sekali","aplikasi kon, padahall saya tidak berlangganan dana saya di sedot sebesar 609.000 ribu buat teman yang lainya hati hati ya aplikasi ini buruk sekali",aplikasi kon padahall langgan dana sedot ribu teman lai hati hati ya aplikasi buruk,1,2025-05-24 18:36:12,412.15
Asep Ahmad Rizki,baru download knp gk bisa login ya ?,baru download knp gk bisa login ya ?,download knp gk login ya,1,2025-05-24 12:40:25,412.15
Salman Al-Farisi,Good,good,good,5,2025-05-24 12:04:49,
Rifat Akmal,bagus,bagus,bagus,5,2025-05-24 11:17:51,
Yudha Reyhan Prasetyo,oke mantap,oke mantap,oke mantap,5,2025-05-24 08:17:18,411.1
Eko Suryanto,👍👍👍👍👍👍👍,👍👍👍👍👍👍👍,,5,2025-05-24 08:08:16,407.1
Jusri Alam,sangat bermanfaat,sangat bermanfaat,manfaat,5,2025-05-24 07:31:46,412.15
Budi Prassetya Wardiyanto,ok bgt semuanya. bisa untuk control dan evaluasi latihan diri yg dilakukan,ok bgt semuanya. bisa untuk control dan evaluasi latihan diri yg dilakukan,ok bgt control evaluasi latih yg,5,2025-05-24 07:20:49,412.15
Umar Wibowo,"ini tolong dong strava aplikasinya sudah bagus, cuman kok udah 2x ini saya pake error ya hasil larinya biasanya trek yang saya pake tiap lari itu dapetnya cuma 5km+ loh kok sekarang jadi 6km , dan juga pace nya, masa saya udah bisa pace 5 & 4 padahal saya aja masih di pace 6 bisanya. tolong dong dievaluasi. jaringan saya pas lari bagus padahal. itu aja kritik & sedikit keluhan dari saya","ini tolong dong strava aplikasinya sudah bagus, cuman kok udah 2x ini saya pake error ya hasil larinya biasanya trek yang saya pake tiap lari itu dapetnya cuma 5km+ loh kok sekarang jadi 6km , dan juga pace nya, masa saya udah bisa pace 5 & 4 padahal saya aja masih di pace 6 bisanya. tolong dong dievaluasi. jaringan saya pas lari bagus padahal. itu aja kritik & sedikit keluhan dari saya",tolong strava aplikasi bagus cuman udah x pake error ya hasil lari trek pake lari dapetnya km loh km pace nya udah pace aja pace bisa tolong evaluasi jaring pas lari bagus aja kritik keluh,4,2025-05-23 18:43:43,412.15
Aris Tetra,"Saya kasih bintang satu karna aplikasi banyak bug yang merugikan para pengguna strava salah satunya saat saya merekam aktifitas lari saya, tapi tidak ke hitung/tercantum di club strava padahal sebelumnya masuk, jadi effort saya sudah terbuang sia sia, aplikasi buruk rupa dasar kikirr","saya kasih bintang satu karna aplikasi banyak bug yang merugikan para pengguna strava salah satunya saat saya merekam aktifitas lari saya, tapi tidak ke hitung/tercantum di club strava padahal sebelumnya masuk, jadi effort saya sudah terbuang sia sia, aplikasi buruk rupa dasar kikirr",kasih bintang karna aplikasi bug rugi guna strava salah satu rekam aktifitas lari hitungtercantum club strava masuk effort buang sia sia aplikasi buruk rupa dasar kikirr,1,2025-05-23 10:36:14,
Ridwan Abing,tidak bisa pengembalian dana aneh!! tanpa konfirmasi tiba tiba terpotong kecewa!!!!!!kebijakan nya gada sama sekali saya harap sih dapat dipertimbangkan!,tidak bisa pengembalian dana aneh!! tanpa konfirmasi tiba tiba terpotong kecewa!!!!!!kebijakan nya gada sama sekali saya harap sih dapat dipertimbangkan!,kembali dana aneh konfirmasi potong kecewakebijakan nya gada harap sih timbang,1,2025-05-23 09:13:20,412.15
Siwi Pratiwi,Sangat membantu sekali target pencapaian jalan sehat setiap hari,sangat membantu sekali target pencapaian jalan sehat setiap hari,bantu target capai jalan sehat,5,2025-05-22 23:24:52,412.15
Yoga Permana,entah mengapa malah logout sendiri dan pas mau nyoba masuk malah server bermasalah. tolong di atasi segera,entah mengapa malah logout sendiri dan pas mau nyoba masuk malah server bermasalah. tolong di atasi segera,logout pas nyoba masuk server masalah tolong atas,1,2025-05-22 20:34:45,412.15
wafiqul huda,"ada bug setelah update, foto yang di bagikan tidak tercrop otomatis malah jadi tidak simetris, tolong si perbaiki lagi","ada bug setelah update, foto yang di bagikan tidak tercrop otomatis malah jadi tidak simetris, tolong si perbaiki lagi",bug update foto bagi tercrop otomatis simetris tolong si baik,2,2025-05-22 18:24:10,412.15
Aji Mukti,cara batalin langganan gimanaa kak?,cara batalin langganan gimanaa kak?,batalin langgan gimanaa kak,3,2025-05-22 17:54:14,
PKSTV SUMSEL,Kalo bukan di hape kentang/ T'lah lama kau ku-download/ Kalo bukan karena kawan/ Mana mungkin mo lari sendirian/,kalo bukan di hape kentang/ t'lah lama kau ku-download/ kalo bukan karena kawan/ mana mungkin mo lari sendirian/,kalo hape kentang tlah kau kudownload kalo kawan mo lari,5,2025-05-22 08:00:51,410.11
Ferdinandus Didit,server error,server error,server error,1,2025-05-22 00:56:36,
Pengguna Google,memang bagus tetapi pas mau buka lagi tidak bisa lagi,memang bagus tetapi pas mau buka lagi tidak bisa lagi,bagus pas buka,1,2025-05-21 17:15:54,411.1
Defrizal Defrizal,tampilan share strava yg terbaru sangat tdk bagus...tdk estetik...membuat org2 akan berpindah aplikasi...,tampilan share strava yg terbaru sangat tdk bagus...tdk estetik...membuat org2 akan berpindah aplikasi...,tampil share strava yg baru tdk bagustdk estetikmembuat org pindah aplikasi,2,2025-05-21 10:03:04,411.1
drajat nur alim,Sangat membantu dalam pemantauan kesehatan lewat olahraga..,sangat membantu dalam pemantauan kesehatan lewat olahraga..,bantu pantau sehat olahraga,5,2025-05-21 07:36:36,411.1
Bis Ma,bagus sekali,bagus sekali,bagus,4,2025-05-21 07:14:56,
Farzam Adzkia,That's so good!,that's so good!,thats so good,5,2025-05-21 04:58:46,412.15
Farhaan maulana,"saya sudah menggunakan aplikasi ini lumayan lama tapi tiba tiba log out dengan sendirinya lalu saat ingin log in kembali terjadi error kesalahan server, tolong ini sangat mengganggu aktivitas lari saya dan semoga segera diperbaiki","saya sudah menggunakan aplikasi ini lumayan lama tapi tiba tiba log out dengan sendirinya lalu saat ingin log in kembali terjadi error kesalahan server, tolong ini sangat mengganggu aktivitas lari saya dan semoga segera diperbaiki",aplikasi lumayan log out log in error salah server tolong ganggu aktivitas lari moga baik,5,2025-05-20 21:41:07,411.1
Tele 80S,apa ini semenjak update kalau mau share foto hasil lari Strava nya jadi jelek yang tadi fotonya bagus malah jadi gepeng mending balikin kaya yang awal,apa ini semenjak update kalau mau share foto hasil lari strava nya jadi jelek yang tadi fotonya bagus malah jadi gepeng mending balikin kaya yang awal,semenjak update share foto hasil lari strava nya jelek foto bagus gepeng mending balikin kaya,1,2025-05-20 19:53:38,
Bambang Hermawan,okay,okay,okay,5,2025-05-20 09:40:33,411.1
Muhammat Arif,good,good,good,5,2025-05-20 08:12:41,411.1
CHARLES CHANDRA,"Aplikasi yg keren, sangat membantu aktivitas Olahraga kita. Byk event juga yg membuat makin semangat.. serta bisa terhubung ke teman teman","aplikasi yg keren, sangat membantu aktivitas olahraga kita. byk event juga yg membuat makin semangat.. serta bisa terhubung ke teman teman",aplikasi yg keren bantu aktivitas olahraga byk event yg semangat hubung teman teman,5,2025-05-20 08:12:03,
burhanul Haq,bagus,bagus,bagus,5,2025-05-20 08:10:49,411.1
Ramaaa bangkevv,seringkali gps nya lost sinyal bagus bagus bae,seringkali gps nya lost sinyal bagus bagus bae,seringkali gps nya lost sinyal bagus bagus bae,1,2025-05-20 08:09:48,410.11
adil 0011,sangat bermanfaat untuk running 👌👌,sangat bermanfaat untuk running 👌👌,manfaat running,5,2025-05-20 08:07:29,411.1
Asyraf,bagus,bagus,bagus,5,2025-05-20 07:54:01,411.1
Muhammad Hanif,min murahin harga langganan perbulan dong🙏,min murahin harga langganan perbulan dong🙏,min murahin harga langgan bulan,5,2025-05-20 07:52:03,410.11
Muhammad Gufron Abdillah08,"bagus fitur nya banyak kita bisa folow folowan sama, temen bisa chelens ,dan tentu nya bisa apdete konten strava😅","bagus fitur nya banyak kita bisa folow folowan sama, temen bisa chelens ,dan tentu nya bisa apdete konten strava😅",bagus fitur nya folow folowan temen chelens nya apdete konten strava,5,2025-05-20 07:37:57,411.1
Dyka Ardi,aplikasi tolol eror terus,aplikasi tolol eror terus,aplikasi tolol eror,1,2025-05-19 17:33:22,411.1
nugi saputro,saat ini sangat membantu,saat ini sangat membantu,bantu,5,2025-05-19 08:19:32,411.1
azka Keandra,aplikasi nya bagus banget buat pemula yang mau lari tapi kelemahan nya jarak nya agak sedikit kurang tepat semoga bisa lebih baik lagi yaa kedepannya,aplikasi nya bagus banget buat pemula yang mau lari tapi kelemahan nya jarak nya agak sedikit kurang tepat semoga bisa lebih baik lagi yaa kedepannya,aplikasi nya bagus banget mula lari lemah nya jarak nya moga yaa depan,4,2025-05-19 08:12:22,411.1
Intan Maulidiyani,good apps 😍,good apps 😍,good apps,5,2025-05-19 08:01:47,
Muktar Alwi ID,semoga nanti ada fitur lock. soalnya sering kepencet berhenti sendiri,semoga nanti ada fitur lock. soalnya sering kepencet berhenti sendiri,moga fitur lock pencet henti,5,2025-05-19 07:45:43,411.1
Ananda Ajik,eror trus Pace nya,eror trus pace nya,eror trus pace nya,1,2025-05-18 22:23:01,
Asep Marwan,"gua running 2 jam ga ada recordnya, padahal udah gua klik","gua running 2 jam ga ada recordnya, padahal udah gua klik",gua running jam ga recordnya udah gua klik,1,2025-05-18 21:22:22,411.1
Bakhtiar Bakhtiar,"Good apk, thanks","good apk, thanks",good apk thanks,5,2025-05-18 18:29:06,410.11
